signal,program_code,exhibition_date,program_start_time,average_audience
NAC,JHOJ,2020-05-06,2020-05-06T16:25:00.000Z,1.3046687131868131E7
NAC,FATI,2020-06-18,2020-06-18T13:07:00.000Z,5498556.407079646
NAC,JHOJ,2020-06-04,2020-06-04T16:25:00.000Z,1.1585191516483517E7
NAC,NBRA,2020-05-08,2020-05-08T11:30:00.000Z,7279133.768292683
NAC,GRUD,2020-05-24,2020-05-24T11:34:00.000Z,9362897.517857144
NAC,MALH,2020-06-02,2020-06-02T21:04:00.000Z,1.8493018592592593E7
NAC,NBRA,2020-06-02,2020-06-02T11:30:00.000Z,7061714.122222222
NAC,CORO,2020-05-12,2020-05-12T12:50:00.000Z,5325274.415094339
NAC,JNAC,2020-05-29,2020-05-29T23:30:00.000Z,2.5947861102941178E7
NAC,TARA,2020-04-22,2020-04-22T17:59:00.000Z,1.509949438181818E7
NAC,PTV2,2020-05-13,2020-05-13T22:09:00.000Z,2.5934705060606062E7
NAC,JNAC,2020-06-11,2020-06-11T23:30:00.000Z,2.6670786322580647E7
NAC,BIAL,2020-06-12,2020-06-12T04:48:00.000Z,4120186.3
NAC,JGLO,2020-06-08,2020-06-08T03:28:00.000Z,7302835.438596491
NAC,SHOV,2020-04-26,2020-04-26T15:15:00.000Z,9291279.761904761
NAC,JGLO,2020-04-27,2020-04-27T04:51:00.000Z,5649653.333333333
NAC,CORO,2020-04-09,2020-04-09T13:03:00.000Z,7621024.41025641
NAC,SHT1,2020-05-05,2020-05-06T01:38:00.000Z,1.6859549098039217E7
NAC,AUTO,2020-06-14,2020-06-14T12:31:00.000Z,7500597.75862069
NAC,N20S,2020-06-13,2020-06-14T00:35:00.000Z,2.6904729425925925E7
NAC,FGGE,2020-05-31,2020-05-31T18:49:00.000Z,9836067.97744361
NAC,PTV1,2020-05-16,2020-05-16T15:00:00.000Z,1.237281159375E7
NAC,TARA,2020-06-05,2020-06-05T17:57:00.000Z,1.1624635440366972E7
NAC,NBRA,2020-06-29,2020-06-29T11:30:00.000Z,7264126.370786517
NAC,SAME,2020-06-03,2020-06-03T04:57:00.000Z,3942922.0425531915
NAC,N20H,2020-05-22,2020-05-23T00:45:00.000Z,3.0330030387096774E7
NAC,BIGB,2020-04-18,2020-04-19T01:37:00.000Z,2.521355364285714E7
NAC,EMPR,2020-06-28,2020-06-28T10:52:00.000Z,6353513.7105263155
NAC,N19H,2020-05-13,2020-05-13T22:42:00.000Z,2.9651873617021278E7
NAC,GRUD,2020-04-26,2020-04-26T11:32:00.000Z,8533229.44642857
NAC,DFAU,2020-04-26,2020-04-26T21:52:00.000Z,1.490660761764706E7
NAC,PTV1,2020-04-17,2020-04-17T15:02:00.000Z,1.4690817878048781E7
NAC,ALTA,2020-05-09,2020-05-10T02:23:00.000Z,1.072469376923077E7
NAC,JNAC,2020-05-14,2020-05-14T23:30:00.000Z,2.948051586842105E7
NAC,JNAC,2020-05-01,2020-05-01T23:30:00.000Z,2.577815470967742E7
NAC,PT2S,2020-05-02,2020-05-02T22:19:00.000Z,2.5271795346153848E7
NAC,SUCI,2020-05-16,2020-05-16T03:38:00.000Z,5927331.585858586
NAC,BPRA,2020-04-20,2020-04-20T09:00:00.000Z,6827658.1476510065
NAC,AUTO,2020-06-21,2020-06-21T12:27:00.000Z,7084673.515151516
NAC,COR1,2020-05-30,2020-05-30T05:30:00.000Z,3096919.8518518517
NAC,N18H,2020-04-10,2020-04-10T21:31:00.000Z,1.905452953846154E7
NAC,TARA,2020-06-04,2020-06-04T17:57:00.000Z,1.1390871057692308E7
NAC,JGLO,2020-05-14,2020-05-14T03:48:00.000Z,7220132.240740741
NAC,VALE,2020-05-20,2020-05-20T19:42:00.000Z,1.9580084626506023E7
NAC,SSAB,2020-06-13,2020-06-13T16:56:00.000Z,9477852.972972972
NAC,JHOJ,2020-04-24,2020-04-24T16:25:00.000Z,1.5437707737373738E7
NAC,REPO,2020-04-24,2020-04-24T03:08:00.000Z,7894969.928571428
NAC,N18H,2020-06-23,2020-06-23T21:29:00.000Z,2.0456187692307692E7
NAC,CORO,2020-05-19,2020-05-19T12:49:00.000Z,5117658.87037037
NAC,CASA,2020-04-11,2020-04-11T09:50:00.000Z,5725065.2071197415
NAC,JHOJ,2020-04-20,2020-04-20T16:25:00.000Z,1.4363767447916666E7
NAC,NBRA,2020-04-14,2020-04-14T11:30:00.000Z,8353984.629213483
NAC,N19H,2020-04-22,2020-04-22T22:41:00.000Z,2.9003081208333332E7
NAC,N20S,2020-04-18,2020-04-19T00:34:00.000Z,3.0215863919354837E7
NAC,PTV2,2020-06-12,2020-06-12T22:09:00.000Z,2.298700248387097E7
NAC,VALE,2020-06-12,2020-06-12T19:48:00.000Z,1.8418166453333333E7
NAC,ANTE,2020-05-24,2020-05-24T10:27:00.000Z,5083508.142857143
NAC,VALE,2020-05-11,2020-05-11T19:34:00.000Z,1.8714369079545453E7
NAC,SAME,2020-04-14,2020-04-14T04:17:00.000Z,6407975.326086956
NAC,BPRA,2020-05-04,2020-05-04T09:00:00.000Z,7012293.765100671
NAC,JNAC,2020-05-04,2020-05-04T23:30:00.000Z,3.0138314611111112E7
NAC,N19H,2020-06-04,2020-06-04T22:40:00.000Z,3.0165049897959184E7
NAC,JGLO,2020-05-05,2020-05-05T03:16:00.000Z,1.3693740985074626E7
NAC,JNAC,2020-06-10,2020-06-10T23:30:00.000Z,2.733792027536232E7
NAC,MALH,2020-04-09,2020-04-09T20:58:00.000Z,1.898237828125E7
NAC,AUTO,2020-05-31,2020-05-31T12:32:00.000Z,7355087.785714285
NAC,HORA,2020-06-16,2020-06-16T07:00:00.000Z,3298911.4166666665
NAC,VALE,2020-06-16,2020-06-16T19:39:00.000Z,2.0602911436781608E7
NAC,HUCK,2020-05-16,2020-05-16T18:44:00.000Z,1.3007273070967741E7
NAC,CINE,2020-04-29,2020-04-30T01:47:00.000Z,2.0955988588888887E7
NAC,DFAU,2020-06-07,2020-06-07T21:02:00.000Z,1.243622843478261E7
NAC,DFAU,2020-05-03,2020-05-03T21:05:00.000Z,1.3741292657894736E7
NAC,NBRA,2020-06-25,2020-06-25T11:30:00.000Z,7033456.404494382
NAC,COR1,2020-05-06,2020-05-06T05:32:00.000Z,3239248.272727273
NAC,BPRA,2020-06-18,2020-06-18T09:00:00.000Z,6380335.932885906
NAC,TARA,2020-04-29,2020-04-29T17:59:00.000Z,1.4731333E7
NAC,COR1,2020-04-23,2020-04-23T05:04:00.000Z,4734923.7844827585
NAC,N18H,2020-06-03,2020-06-03T21:26:00.000Z,1.939471155E7
NAC,MALH,2020-06-12,2020-06-12T21:04:00.000Z,1.7340212703703705E7
NAC,N18H,2020-05-05,2020-05-05T21:31:00.000Z,1.9700640514285713E7
NAC,TECA,2020-04-25,2020-04-26T01:30:00.000Z,2.722258545E7
NAC,JNAC,2020-06-02,2020-06-02T23:30:00.000Z,2.8436751880597014E7
NAC,MALH,2020-05-13,2020-05-13T21:07:00.000Z,1.9578521896551725E7
NAC,SAME,2020-06-09,2020-06-09T04:57:00.000Z,4364100.260869565
NAC,HUCK,2020-04-25,2020-04-25T19:02:00.000Z,1.2566690581699347E7
NAC,COR1,2020-06-13,2020-06-13T06:09:00.000Z,3481855.294736842
NAC,CINE,2020-06-10,2020-06-11T01:39:00.000Z,1.7315347710280374E7
NAC,JNAC,2020-05-26,2020-05-26T23:30:00.000Z,2.770958734375E7
NAC,NBRA,2020-04-21,2020-04-21T11:30:00.000Z,8522229.567901235
NAC,COR1,2020-06-23,2020-06-23T05:34:00.000Z,2657367.3604651163
NAC,SERA,2020-04-11,2020-04-11T08:57:00.000Z,3059592.3018867923
NAC,JGLO,2020-06-18,2020-06-18T03:40:00.000Z,5783618.430769231
NAC,N19H,2020-05-28,2020-05-28T22:40:00.000Z,3.1330942387755103E7
NAC,JHOJ,2020-05-27,2020-05-27T16:25:00.000Z,1.2069116389473684E7
NAC,N19H,2020-04-09,2020-04-09T22:45:00.000Z,2.6491346568181816E7
NAC,TARA,2020-05-07,2020-05-07T18:01:00.000Z,1.2600814122448979E7
NAC,DFAU,2020-05-17,2020-05-17T21:07:00.000Z,1.3793749044247787E7
NAC,N18H,2020-05-29,2020-05-29T21:30:00.000Z,1.8380566095238097E7
NAC,N20H,2020-04-27,2020-04-28T00:33:00.000Z,3.47969903E7
NAC,PTV1,2020-04-24,2020-04-24T15:16:00.000Z,1.4715466411764706E7
NAC,BIAL,2020-06-16,2020-06-16T04:14:00.000Z,5970801.628571428
NAC,SERA,2020-06-20,2020-06-20T08:55:00.000Z,2791439.3636363638
NAC,N18H,2020-05-22,2020-05-22T21:35:00.000Z,1.898599352631579E7
NAC,N20H,2020-04-13,2020-04-14T00:28:00.000Z,3.1617983387096774E7
NAC,JHOJ,2020-05-04,2020-05-04T16:25:00.000Z,1.4621158762886599E7
NAC,HORA,2020-05-28,2020-05-28T07:00:00.000Z,3118867.325
NAC,CINE,2020-05-06,2020-05-07T01:45:00.000Z,1.4781438576923076E7
NAC,MISA,2020-05-17,2020-05-17T09:23:00.000Z,4279745.36923077
NAC,ANTE,2020-05-31,2020-05-31T10:29:00.000Z,5109237.678571428
NAC,FATI,2020-06-19,2020-06-19T12:59:00.000Z,5287269.180327869
NAC,TARA,2020-05-26,2020-05-26T17:57:00.000Z,1.1594360840425532E7
NAC,TARA,2020-05-18,2020-05-18T17:57:00.000Z,1.195847643E7
NAC,HORA,2020-05-18,2020-05-18T07:00:00.000Z,3930316.7416666667
NAC,SUCI,2020-04-11,2020-04-11T03:32:00.000Z,6839382.181818182
NAC,MALH,2020-06-26,2020-06-26T21:08:00.000Z,1.90302576E7
NAC,PTV1,2020-05-27,2020-05-27T15:00:00.000Z,1.2557780607142856E7
NAC,CORO,2020-05-06,2020-05-06T12:51:00.000Z,5513705.509433962
NAC,NBRA,2020-05-06,2020-05-06T11:30:00.000Z,7310530.333333333
NAC,EMPR,2020-04-12,2020-04-12T10:54:00.000Z,6394079.72972973
NAC,EMPR,2020-06-21,2020-06-21T10:51:00.000Z,6275650.378378378
NAC,PTV2,2020-04-14,2020-04-14T22:12:00.000Z,2.660658783870968E7
NAC,TNOB,2020-04-28,2020-04-29T02:27:00.000Z,1.1299778108695652E7
NAC,JHOJ,2020-05-08,2020-05-08T16:25:00.000Z,1.1890413684210526E7
NAC,TNOB,2020-05-19,2020-05-20T02:26:00.000Z,9662352.630434783
NAC,VALE,2020-05-01,2020-05-01T19:35:00.000Z,2.3448295052083332E7
NAC,PT2S,2020-04-25,2020-04-25T22:17:00.000Z,2.413832692E7
NAC,SHT1,2020-05-26,2020-05-27T01:34:00.000Z,1.4847366474576272E7
NAC,FGGE,2020-05-10,2020-05-10T19:05:00.000Z,9629796.43697479
NAC,N19H,2020-04-28,2020-04-28T22:41:00.000Z,3.0391497333333332E7
NAC,JHOJ,2020-05-18,2020-05-18T16:25:00.000Z,1.311086476923077E7
NAC,VALE,2020-04-13,2020-04-13T19:41:00.000Z,2.5141868740740743E7
NAC,PTV1,2020-05-04,2020-05-04T15:01:00.000Z,1.3864888325301206E7
NAC,PTV2,2020-04-10,2020-04-10T22:10:00.000Z,2.44497574375E7
NAC,N19H,2020-04-10,2020-04-10T22:42:00.000Z,2.5949223468085106E7
NAC,TELA,2020-06-29,2020-06-30T01:36:00.000Z,1.798763031067961E7
NAC,N18H,2020-06-08,2020-06-08T21:36:00.000Z,1.923932988235294E7
NAC,NBRA,2020-06-08,2020-06-08T11:30:00.000Z,6934039.696629213
NAC,N20H,2020-06-01,2020-06-02T00:35:00.000Z,3.128813625E7
NAC,JNAC,2020-06-04,2020-06-04T23:30:00.000Z,2.8730093015625E7
NAC,TARA,2020-06-01,2020-06-01T17:56:00.000Z,1.2397689155339805E7
NAC,NBRA,2020-05-25,2020-05-25T11:30:00.000Z,7549465.793103448
NAC,N19H,2020-05-25,2020-05-25T22:42:00.000Z,2.920602919148936E7
NAC,ESPO,2020-06-28,2020-06-28T13:00:00.000Z,7645979.710691824
NAC,N20H,2020-05-19,2020-05-20T00:42:00.000Z,3.2795002189655174E7
NAC,PEGD,2020-06-23,2020-06-24T02:11:00.000Z,9761713.660377359
NAC,HORA,2020-05-29,2020-05-29T07:00:00.000Z,3100018.5833333335
NAC,NBRA,2020-05-19,2020-05-19T11:30:00.000Z,7190360.645569621
NAC,COR1,2020-04-25,2020-04-25T06:37:00.000Z,3456265.285714286
NAC,HORA,2020-04-17,2020-04-17T07:00:00.000Z,3727868.058333333
NAC,TARA,2020-05-15,2020-05-15T18:00:00.000Z,1.262229903960396E7
NAC,N20H,2020-05-15,2020-05-16T00:42:00.000Z,3.1881106745454546E7
NAC,FATI,2020-04-20,2020-04-20T13:48:00.000Z,7557602.236111111
NAC,FGGE,2020-04-12,2020-04-12T18:44:00.000Z,1.9827858479166668E7
NAC,COR1,2020-06-05,2020-06-05T05:49:00.000Z,3044841.466666667
NAC,COR1,2020-05-11,2020-05-11T05:50:00.000Z,4003790.4571428574
NAC,MEPR,2020-05-09,2020-05-09T17:30:00.000Z,1.077862730952381E7
NAC,SERA,2020-05-09,2020-05-09T08:59:00.000Z,3382147.0
NAC,COR1,2020-05-24,2020-05-24T05:16:00.000Z,3830110.8653846155
NAC,N18H,2020-05-12,2020-05-12T21:32:00.000Z,2.06257395E7
NAC,JNAC,2020-04-10,2020-04-10T23:30:00.000Z,2.7548101542372882E7
NAC,TARA,2020-04-23,2020-04-23T17:56:00.000Z,1.4247064850467289E7
NAC,FATI,2020-06-04,2020-06-04T12:58:00.000Z,6169851.620967742
NAC,COR1,2020-05-21,2020-05-21T05:51:00.000Z,3519596.6811594204
NAC,TMAX,2020-04-19,2020-04-19T16:57:00.000Z,1.2517063245283019E7
NAC,ALTA,2020-06-27,2020-06-28T02:21:00.000Z,8559561.67857143
NAC,TELA,2020-05-04,2020-05-05T01:43:00.000Z,2.2177063675E7
NAC,HORA,2020-04-30,2020-04-30T07:00:00.000Z,3243226.2583333333
NAC,N20H,2020-06-12,2020-06-13T00:31:00.000Z,2.6422545113636363E7
NAC,FATI,2020-05-18,2020-05-18T13:44:00.000Z,6464649.298701298
NAC,N19S,2020-06-20,2020-06-20T22:43:00.000Z,2.5701970760869566E7
NAC,TARA,2020-06-03,2020-06-03T17:55:00.000Z,1.153546310576923E7
NAC,HORA,2020-05-05,2020-05-05T07:00:00.000Z,3613690.433333333
NAC,VALE,2020-04-27,2020-04-27T19:32:00.000Z,2.3765485146067414E7
NAC,BPRA,2020-06-09,2020-06-09T09:00:00.000Z,6539244.765100671
NAC,GRUD,2020-06-07,2020-06-07T11:31:00.000Z,8187324.821428572
NAC,PTV1,2020-06-11,2020-06-11T15:01:00.000Z,1.1991219746987952E7
NAC,N18H,2020-04-17,2020-04-17T21:40:00.000Z,2.113764896969697E7
NAC,FATI,2020-05-07,2020-05-07T13:43:00.000Z,7083334.909090909
NAC,SAME,2020-05-07,2020-05-07T04:55:00.000Z,4505986.978723404
NAC,TECN,2020-06-13,2020-06-14T01:30:00.000Z,1.6436328257142857E7
NAC,N19S,2020-05-23,2020-05-23T22:36:00.000Z,2.667457758490566E7
NAC,VOIK,2020-04-19,2020-04-19T15:30:00.000Z,1.0805710011494253E7
NAC,PTV2,2020-04-27,2020-04-27T22:06:00.000Z,2.639402177142857E7
NAC,FATI,2020-04-27,2020-04-27T13:45:00.000Z,7584571.52631579
NAC,JHOJ,2020-04-25,2020-04-25T16:25:00.000Z,1.5363461348484848E7
NAC,NBRA,2020-06-26,2020-06-26T11:30:00.000Z,6857365.722222222
NAC,DFAU,2020-06-14,2020-06-14T20:59:00.000Z,1.4035838533333333E7
NAC,CASA,2020-06-06,2020-06-06T09:50:00.000Z,4415436.389067524
NAC,MALH,2020-06-19,2020-06-19T21:08:00.000Z,2.0469287333333332E7
NAC,MALH,2020-04-28,2020-04-28T21:05:00.000Z,2.0474942592592593E7
NAC,BIAL,2020-06-18,2020-06-18T04:45:00.000Z,4505669.878787879
NAC,MALH,2020-05-04,2020-05-04T21:03:00.000Z,1.969585842857143E7
NAC,PTV1,2020-06-04,2020-06-04T15:02:00.000Z,1.2587029195121951E7
NAC,BPRA,2020-06-12,2020-06-12T09:00:00.000Z,6238865.711409396
NAC,FGGE,2020-05-24,2020-05-24T18:50:00.000Z,1.0425245430656934E7
NAC,BIGB,2020-04-26,2020-04-27T01:43:00.000Z,1.7779631339622643E7
NAC,SUCI,2020-06-13,2020-06-13T04:25:00.000Z,4899224.817307692
NAC,BIAL,2020-06-11,2020-06-11T04:28:00.000Z,4953822.361111111
NAC,BPRA,2020-05-29,2020-05-29T09:01:00.000Z,6092902.72972973
NAC,SAME,2020-04-28,2020-04-28T04:17:00.000Z,1.12230090625E7
NAC,JGLO,2020-05-18,2020-05-18T03:22:00.000Z,1.0321269836363636E7
NAC,SSAB,2020-05-16,2020-05-16T16:56:00.000Z,1.0880689084112149E7
NAC,COR2,2020-06-06,2020-06-06T06:41:00.000Z,3090368.890410959
NAC,HORA,2020-05-15,2020-05-15T07:00:00.000Z,2905992.808333333
NAC,JHOJ,2020-05-26,2020-05-26T16:25:00.000Z,1.1961239912087912E7
NAC,SAME,2020-04-16,2020-04-16T04:39:00.000Z,5988034.673913044
NAC,SAME,2020-05-18,2020-05-18T04:52:00.000Z,7436490.869565218
NAC,BIGB,2020-04-19,2020-04-20T01:53:00.000Z,2.4043532E7
NAC,BPRA,2020-06-05,2020-06-05T09:00:00.000Z,6094182.140939597
NAC,ESPO,2020-06-21,2020-06-21T13:00:00.000Z,6949596.4875
NAC,JNAC,2020-05-08,2020-05-08T23:30:00.000Z,2.681383384375E7
NAC,FATI,2020-06-17,2020-06-17T13:01:00.000Z,5758115.101694915
NAC,PTV1,2020-05-14,2020-05-14T15:01:00.000Z,1.3360980144578313E7
NAC,JNAC,2020-06-03,2020-06-03T23:30:00.000Z,2.848953127536232E7
NAC,SHT1,2020-06-02,2020-06-03T01:34:00.000Z,1.627461388E7
NAC,N18H,2020-04-27,2020-04-27T21:29:00.000Z,2.0510976138888888E7
NAC,SAME,2020-05-28,2020-05-28T05:04:00.000Z,4331590.157894737
NAC,PTV1,2020-06-13,2020-06-13T14:59:00.000Z,1.0806528538461538E7
NAC,PT2S,2020-06-13,2020-06-13T22:08:00.000Z,2.179849993548387E7
NAC,TECA,2020-05-02,2020-05-03T01:30:00.000Z,2.2360801846153848E7
NAC,TECV,2020-05-10,2020-05-10T18:00:00.000Z,1.1672959370967742E7
NAC,FATI,2020-04-28,2020-04-28T13:45:00.000Z,9027106.5
NAC,BPRA,2020-06-10,2020-06-10T09:00:00.000Z,6144132.798657718
NAC,N18H,2020-04-20,2020-04-20T21:37:00.000Z,2.0578893636363637E7
NAC,JHOJ,2020-06-22,2020-06-22T16:25:00.000Z,1.2238818260416666E7
NAC,TARA,2020-06-02,2020-06-02T17:55:00.000Z,1.2170497107843136E7
NAC,MALH,2020-05-11,2020-05-11T21:03:00.000Z,1.9136373566666666E7
NAC,BIAL,2020-06-17,2020-06-17T04:26:00.000Z,4396544.096774193
NAC,JGLO,2020-06-04,2020-06-04T03:33:00.000Z,7474224.813559322
NAC,FGGE,2020-06-07,2020-06-07T18:57:00.000Z,9636689.459677419
NAC,NBRA,2020-04-17,2020-04-17T11:30:00.000Z,8364273.274725275
NAC,N19H,2020-04-16,2020-04-16T22:42:00.000Z,3.008735176595745E7
NAC,NBRA,2020-06-23,2020-06-23T11:30:00.000Z,6382749.1
NAC,TARA,2020-05-19,2020-05-19T17:56:00.000Z,1.112141398019802E7
NAC,BPRA,2020-05-28,2020-05-28T09:00:00.000Z,6446339.791946309
NAC,PTV2,2020-06-09,2020-06-09T22:10:00.000Z,2.482669948387097E7
NAC,N18S,2020-04-25,2020-04-25T21:35:00.000Z,1.8321846341463413E7
NAC,N19S,2020-06-13,2020-06-13T22:39:00.000Z,2.48956109E7
NAC,N20S,2020-05-02,2020-05-03T00:28:00.000Z,2.9394113557377048E7
NAC,SAME,2020-05-29,2020-05-29T04:26:00.000Z,4577764.234042553
NAC,PTV1,2020-04-16,2020-04-16T15:00:00.000Z,1.5021182916666666E7
NAC,PT2S,2020-06-27,2020-06-27T22:11:00.000Z,2.3836426225806452E7
NAC,SAME,2020-05-25,2020-05-25T05:07:00.000Z,5399575.975
NAC,ANTE,2020-06-28,2020-06-28T10:24:00.000Z,5013933.407407408
NAC,TARA,2020-05-08,2020-05-08T18:00:00.000Z,1.1620713656862745E7
NAC,JNAC,2020-06-19,2020-06-19T23:30:00.000Z,2.7264456793650795E7
NAC,JHOJ,2020-04-28,2020-04-28T16:25:00.000Z,1.3433331836734693E7
NAC,N20H,2020-04-20,2020-04-21T00:35:00.000Z,3.33794476E7
NAC,PTV1,2020-05-02,2020-05-02T15:00:00.000Z,1.3636242476190476E7
NAC,N18H,2020-04-13,2020-04-13T21:38:00.000Z,2.092748829411765E7
NAC,JHOJ,2020-05-12,2020-05-12T16:25:00.000Z,1.2663383836956521E7
NAC,NBRA,2020-05-04,2020-05-04T11:30:00.000Z,8214231.860759494
NAC,JGLO,2020-06-03,2020-06-03T03:28:00.000Z,5457946.160714285
NAC,BPRA,2020-06-04,2020-06-04T09:00:00.000Z,6554375.744966443
NAC,N20H,2020-05-13,2020-05-14T00:39:00.000Z,3.1701617265625E7
NAC,NBRA,2020-06-01,2020-06-01T11:30:00.000Z,6942133.755555555
NAC,HORA,2020-05-04,2020-05-04T07:00:00.000Z,3588905.5833333335
NAC,EMPR,2020-04-19,2020-04-19T10:54:00.000Z,6886102.135135135
NAC,JHOJ,2020-05-05,2020-05-05T16:25:00.000Z,1.4049662826086957E7
NAC,BPRA,2020-04-27,2020-04-27T08:59:00.000Z,6838868.053333334
NAC,NBRA,2020-05-28,2020-05-28T11:30:00.000Z,6810230.021978022
NAC,BPRA,2020-04-17,2020-04-17T09:00:00.000Z,6660256.765100671
NAC,SAME,2020-04-17,2020-04-17T04:21:00.000Z,5731200.552941176
NAC,JGLO,2020-04-24,2020-04-24T03:50:00.000Z,6267672.676923077
NAC,N18H,2020-06-16,2020-06-16T21:34:00.000Z,2.0553346714285713E7
NAC,JHOJ,2020-06-09,2020-06-09T16:25:00.000Z,1.1659104159574468E7
NAC,PTV2,2020-05-07,2020-05-07T22:11:00.000Z,2.61090906875E7
NAC,MALH,2020-05-26,2020-05-26T21:04:00.000Z,1.8277854592592593E7
NAC,NBRA,2020-05-18,2020-05-18T11:30:00.000Z,7761634.481012658
NAC,NBRA,2020-06-16,2020-06-16T11:30:00.000Z,7297453.296703297
NAC,FATI,2020-06-16,2020-06-16T13:02:00.000Z,5756214.571428572
NAC,HORA,2020-05-06,2020-05-06T07:00:00.000Z,3054824.808333333
NAC,JNAC,2020-06-17,2020-06-17T23:30:00.000Z,2.872815246153846E7
NAC,BIGB,2020-04-11,2020-04-12T01:27:00.000Z,2.420465851851852E7
NAC,HORA,2020-05-08,2020-05-08T07:00:00.000Z,3237473.949579832
NAC,COR2,2020-06-26,2020-06-26T07:17:00.000Z,3062037.723404255
NAC,HORA,2020-04-09,2020-04-09T07:00:00.000Z,3692233.4916666667
NAC,N18H,2020-06-24,2020-06-24T21:29:00.000Z,2.055839453846154E7
NAC,N19H,2020-04-24,2020-04-24T22:43:00.000Z,2.9462131347826086E7
NAC,HORA,2020-06-15,2020-06-15T07:00:00.000Z,3359693.408333333
NAC,TARA,2020-05-06,2020-05-06T17:57:00.000Z,1.265708539E7
NAC,N19S,2020-06-27,2020-06-27T22:42:00.000Z,2.7413244319148935E7
NAC,HORA,2020-06-03,2020-06-03T07:00:00.000Z,3272931.0083333333
NAC,FGGE,2020-04-19,2020-04-19T18:45:00.000Z,1.3532917536231885E7
NAC,CIMA,2020-05-24,2020-05-24T03:57:00.000Z,6489790.24050633
NAC,N20H,2020-06-26,2020-06-27T00:47:00.000Z,2.974374859090909E7
NAC,JHOJ,2020-06-03,2020-06-03T16:25:00.000Z,1.1656799255555555E7
NAC,COR2,2020-05-22,2020-05-22T07:28:00.000Z,3133598.8295454546
NAC,SHT1,2020-05-19,2020-05-20T01:40:00.000Z,1.6760385630434783E7
NAC,HORA,2020-05-01,2020-05-01T07:00:00.000Z,2974157.462184874
NAC,MEPR,2020-04-25,2020-04-25T17:31:00.000Z,1.2689761738095239E7
NAC,ZORR,2020-06-06,2020-06-07T01:29:00.000Z,1.6690754689655172E7
NAC,COR1,2020-04-09,2020-04-09T04:47:00.000Z,4993563.52631579
NAC,ANTE,2020-05-10,2020-05-10T10:13:00.000Z,4873542.285714285
NAC,CASA,2020-05-16,2020-05-16T09:50:00.000Z,5035475.896774193
NAC,COR1,2020-05-27,2020-05-27T05:39:00.000Z,2888753.2716049384
NAC,DFAU,2020-05-10,2020-05-10T21:05:00.000Z,1.2295246113043478E7
NAC,TNOB,2020-06-09,2020-06-10T02:27:00.000Z,9710332.760869564
NAC,NBRA,2020-06-22,2020-06-22T11:30:00.000Z,7075538.688888889
NAC,JNAS,2020-06-27,2020-06-27T23:30:00.000Z,2.605399192647059E7
NAC,PTV1,2020-04-13,2020-04-13T15:00:00.000Z,1.5731640214285715E7
NAC,FATI,2020-05-25,2020-05-25T12:58:00.000Z,6138562.887096774
NAC,BPRA,2020-05-14,2020-05-14T08:59:00.000Z,6531339.32
NAC,DFAU,2020-05-24,2020-05-24T21:08:00.000Z,1.2227007339285715E7
NAC,ZORR,2020-05-23,2020-05-24T01:43:00.000Z,1.6562899931034483E7
NAC,JNAC,2020-06-05,2020-06-05T23:30:00.000Z,2.642838954411765E7
NAC,SAME,2020-05-12,2020-05-12T04:07:00.000Z,8302022.369565218
NAC,JHOJ,2020-05-09,2020-05-09T16:25:00.000Z,1.2840092046153845E7
NAC,PTV1,2020-04-29,2020-04-29T15:03:00.000Z,1.3973043802469136E7
NAC,JGLO,2020-05-01,2020-05-01T03:10:00.000Z,7598450.0
NAC,N20H,2020-06-05,2020-06-06T00:38:00.000Z,2.9440457319148935E7
NAC,MALH,2020-04-16,2020-04-16T21:12:00.000Z,2.27888886E7
NAC,SSUP,2020-05-15,2020-05-16T02:22:00.000Z,1.2392386173913043E7
NAC,HORA,2020-06-10,2020-06-10T07:00:00.000Z,2952426.6166666667
NAC,JHOJ,2020-06-18,2020-06-18T16:25:00.000Z,1.208057344329897E7
NAC,NBRA,2020-06-09,2020-06-09T11:30:00.000Z,6819978.912087912
NAC,VALE,2020-06-26,2020-06-26T19:46:00.000Z,2.1531261666666668E7
NAC,COR2,2020-04-17,2020-04-17T07:29:00.000Z,3747402.8314606743
NAC,FATI,2020-06-24,2020-06-24T13:00:00.000Z,5452430.666666667
NAC,JNAC,2020-05-25,2020-05-25T23:30:00.000Z,2.8749051123076923E7
NAC,N19H,2020-06-23,2020-06-23T22:41:00.000Z,2.9418636541666668E7
NAC,BIAL,2020-06-10,2020-06-10T04:25:00.000Z,4033352.8536585364
NAC,JHOJ,2020-04-13,2020-04-13T16:25:00.000Z,1.6340426663157895E7
NAC,JGLO,2020-04-14,2020-04-14T03:17:00.000Z,1.1526281879310345E7
NAC,CORO,2020-05-20,2020-05-20T12:48:00.000Z,5380129.090909091
NAC,TMAX,2020-05-03,2020-05-03T16:19:00.000Z,1.2790288489655172E7
NAC,N18H,2020-06-11,2020-06-11T21:30:00.000Z,1.8552411527777776E7
NAC,VALE,2020-04-21,2020-04-21T19:52:00.000Z,2.5699975424657535E7
NAC,MALH,2020-06-16,2020-06-16T21:07:00.000Z,1.9812297962962963E7
NAC,PTV2,2020-05-06,2020-05-06T22:09:00.000Z,2.515108979411765E7
NAC,PTV1,2020-04-11,2020-04-11T14:59:00.000Z,1.4439492317647059E7
NAC,PTV1,2020-06-22,2020-06-22T15:00:00.000Z,1.2695118785714285E7
